,gene_ids,n_cells,mt,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,highly_variable,means,dispersions,dispersions_norm,mean,std
TNFSF13B,ENSG00000102524,433,False,433,0.28703704,83.96296296296296,775.0,True,0.7419060778633634,3.208588971293806,1.2441885,-4.6071871109673974e-11,0.6923575813340281
ARHGEF7,ENSG00000102606,50,False,50,0.02,98.14814814814815,54.0,True,0.08801703007226946,2.0611801472010782,0.6163017,-1.1085492358956037e-10,0.23361749733455478
MCF2L,ENSG00000126217,9,False,9,0.0033333334,99.66666666666667,9.0,True,0.020599277120791393,2.05099508807902,0.5961916,8.854174844239178e-11,0.11166007847653309
CDC16,ENSG00000130177,86,False,86,0.04037037,96.81481481481482,109.0,True,0.15574563795188462,3.0729897989426336,2.6140916,-2.2100376486326367e-10,0.29975095961989984
RPPH1,ENSG00000259001,23,False,23,0.01,99.14814814814815,27.0,True,0.045915079210547674,2.0429189590309544,0.5802455,-7.060823158570724e-12,0.16703571159124522
METTL3,ENSG00000165819,98,False,98,0.04888889,96.37037037037037,132.0,True,0.18814924602796676,3.279656880379396,3.02215,1.179157467481311e-10,0.32664231487205
CMTM5,ENSG00000166091,14,False,14,0.01,99.48148148148148,27.0,True,0.07472187356113301,3.3690555666470168,3.1986651,-2.9059700311992635e-11,0.18280590726553642
DHRS4,ENSG00000157326,64,False,64,0.030740742,97.62962962962963,83.0,True,0.11703246634645824,2.5672163870620706,1.6154561,1.4121646317141448e-12,0.2626977239452135
PSME1,ENSG00000092010,1978,False,1978,1.7062963,26.740740740740744,4607.0,True,2.1189882368758957,3.0763908411956793,0.53881395,7.347227797940249e-10,1.0599940377421695
RP11-468E2.4,ENSG00000259529,63,False,63,0.035555556,97.66666666666667,96.0,True,0.1335397577839742,3.753678024334211,3.9580915,1.2427048759084475e-10,0.25987194138265773
IRF9,ENSG00000213928,333,False,333,0.16888888,87.66666666666667,456.0,True,0.5630420606958284,3.436087870032112,1.5663226,-5.422712185782316e-10,0.6018760066729697
CHMP4A,ENSG00000254505,835,False,835,0.4488889,69.07407407407408,1212.0,True,1.0732648319099434,3.7174857655526234,1.9980968,4.09527743197102e-11,0.8588388174252327
MDP1,ENSG00000213920,93,False,93,0.047407407,96.55555555555554,128.0,True,0.16981080983586697,2.9206751839750296,2.3133507,3.106762189771119e-11,0.3162704891768686
GMPR2,ENSG00000100938,334,False,334,0.1525926,87.62962962962963,412.0,True,0.4862928776110506,2.6698788116293986,0.6006096,6.778390232227895e-11,0.5648981082594721
TINF2,ENSG00000092330,364,False,364,0.15851852,86.51851851851852,428.0,True,0.5326913363916158,2.870972941795894,0.8583271,-1.0732451201027501e-10,0.5974140729083278
CIDEB,ENSG00000136305,74,False,74,0.033333335,97.25925925925925,90.0,True,0.1260029968920706,2.5437273452144926,1.5690776,-1.1730344098984878e-10,0.2742027912482367
LTB4R,ENSG00000213903,104,False,104,0.044814814,96.14814814814815,121.0,True,0.19141390859720245,2.074299571900332,0.64220566,4.5189268214852634e-11,0.3494296584212856
GZMH,ENSG00000100450,269,False,269,0.37185186,90.03703703703704,1004.0,True,1.040767020417342,3.453635908671537,1.586852,6.123940185717871e-10,0.8275776705232774
GZMB,ENSG00000100453,326,False,326,0.7314815,87.92592592592592,1975.0,True,1.5419763771902149,4.19190714483496,3.0942369,4.72104288439935e-10,1.0098862791775034
SCFD1,ENSG00000092108,204,False,204,0.09259259,92.44444444444444,250.0,True,0.3407439450110052,3.6816355984930413,1.8972534,9.885152421999015e-12,0.45052277701289484
AP4S1,ENSG00000100478,30,False,30,0.013703704,98.88888888888889,37.0,True,0.05610670960643989,2.404268679848581,1.2937204,-2.5065922212926072e-11,0.18119358889877588
EAPP,ENSG00000129518,447,False,447,0.20037037,83.44444444444444,541.0,True,0.6423799027526721,2.9978661245717704,0.9458092,2.0900036549369344e-10,0.6625210743946227
PPP2R3C,ENSG00000092020,209,False,209,0.096296296,92.25925925925927,260.0,True,0.3484678012545009,3.4827751955045896,1.6423986,-5.931091453199409e-11,0.4604435385200329
FBXO33,ENSG00000165355,72,False,72,0.03259259,97.33333333333334,88.0,True,0.13804354794046464,2.3099304432074286,1.1074522,-1.2921306380184425e-10,0.2916854322691504
FKBP3,ENSG00000100442,292,False,292,0.14148147,89.18518518518519,382.0,True,0.45147942535840463,2.9703086151469824,0.9856334,1.200339936957023e-11,0.534278439788959
MIS18BP1,ENSG00000129534,168,False,168,0.08777778,93.77777777777779,237.0,True,0.2969878610156199,3.800978357497052,2.0502002,1.6935494671193736e-10,0.4109703768268818
NEMF,ENSG00000165525,320,False,320,0.15777777,88.14814814814815,426.0,True,0.5209089301143909,3.2052984687033423,1.2867908,-7.343256084913553e-11,0.5798479649976984
ARF6,ENSG00000165527,944,False,944,0.48481482,65.03703703703704,1309.0,True,1.1202030949543207,2.869222668636448,0.6759669,-1.0803059432613208e-10,0.8885466241401132
C14orf166,ENSG00000087302,822,False,822,0.44296297,69.55555555555554,1196.0,True,1.0893428427101732,4.063091632037376,2.5367692,2.718416916049729e-10,0.8537812579929326
PTGDR,ENSG00000168229,127,False,127,0.07111111,95.2962962962963,192.0,True,0.29459325007969495,4.040984144347266,2.3577862,2.2222837637982827e-10,0.40346785361006066
PSMC6,ENSG00000100519,240,False,240,0.11333334,91.11111111111111,306.0,True,0.3876377323582061,3.9498672800954973,2.2410128,-1.4968945096169934e-10,0.47800028373297576
CGRRF1,ENSG00000100532,113,False,113,0.06518518,95.81481481481482,176.0,True,0.23053495082519623,3.7204525474345926,3.8924887,-2.0123346001926565e-10,0.3559519729308576
MAPK1IP1L,ENSG00000168175,309,False,309,0.14037037,88.55555555555556,379.0,True,0.4683039530483192,3.311025374839468,1.4222881,3.3891951161139476e-11,0.5486456786606546
LGALS3,ENSG00000131981,662,False,662,0.58592594,75.48148148148148,1582.0,True,1.1802281201519011,3.4213357764790038,1.2778233,3.692369210485078e-10,0.9137718210111992
RP11-349A22.5,ENSG00000257621,288,False,288,0.12777779,89.33333333333333,345.0,True,0.44433511062337544,2.888888388757165,0.88128716,-7.484472548084967e-11,0.5340782414612413
ARID4A,ENSG00000032219,292,False,292,0.12888889,89.18518518518519,348.0,True,0.502432141791014,4.16095906983812,2.5115433,5.309739015245185e-10,0.5537741818856288
JKAMP,ENSG00000050130,119,False,119,0.04851852,95.5925925925926,131.0,True,0.17391113907404393,2.112572381111046,0.7177742,1.747553731746254e-10,0.3305057454308293
MNAT1,ENSG00000020426,100,False,100,0.057777777,96.2962962962963,156.0,True,0.21304443052215166,3.987285396908572,4.4193425,4.660143284656678e-10,0.3362493487303827
CTD-2302E22.4,ENSG00000261242,5,False,5,0.002962963,99.81481481481481,8.0,True,0.01618490488625072,2.606101477855255,1.6922337,-2.8733723344393583e-11,0.09398368836546205
ATP6V1D,ENSG00000100554,212,False,212,0.09037037,92.14814814814815,244.0,True,0.33480682297096387,2.680955295335398,0.6148049,-4.2364938951424346e-11,0.4639134141288634
EIF2S1,ENSG00000134001,241,False,241,0.10888889,91.07407407407408,294.0,True,0.3662918272647103,2.820698129263404,0.7938961,-6.270010964810804e-10,0.48521556615899714
ARG2,ENSG00000081181,11,False,11,0.005185185,99.59259259259258,14.0,True,0.021579621076206777,2.1310367149088196,0.7542315,-3.7723688884984934e-11,0.11350470681954898
VTI1B,ENSG00000100568,336,False,336,0.15185185,87.55555555555556,410.0,True,0.4954477458094468,2.9031169650461495,0.8995221,1.5816243875198423e-10,0.5665886499084438
RAD51B,ENSG00000182185,35,False,35,0.029259259,98.70370370370371,79.0,True,0.11924046800462239,4.747829888874913,5.9210167,-3.247978652942533e-11,0.20901452799321457
DCAF5,ENSG00000139990,132,False,132,0.06333333,95.11111111111111,171.0,True,0.2255602588067008,2.6575181757173105,1.7937545,1.256826522225589e-10,0.36979190644583704
ERH,ENSG00000100632,913,False,913,0.48185185,66.18518518518519,1301.0,True,1.1032287587291967,2.7850844508078647,0.5448264,-2.04763871598551e-11,0.8804778424920073
SRSF5,ENSG00000100650,1968,False,1968,1.6762964,27.111111111111107,4526.0,True,2.1161327547411286,3.1966800826850803,0.754178,-1.70630238941603e-10,1.0740943463533197
PCNX,ENSG00000100731,84,False,84,0.037777778,96.88888888888889,102.0,True,0.14404640217794384,2.379461722764328,1.2447398,2.0970644780955051e-10,0.2976948817041766
RBM25,ENSG00000119707,451,False,451,0.20814815,83.29629629629629,562.0,True,0.6693093528405384,3.7574553788695004,2.0213726,1.1862182906398817e-10,0.6669426617676066
NUMB,ENSG00000133961,216,False,216,0.09407407,92.0,254.0,True,0.3477563101069879,2.719410663431076,0.6640884,-1.5463202717269885e-10,0.4700662607746585
LIN52,ENSG00000205659,30,False,30,0.022592593,98.88888888888889,61.0,True,0.08706414405489281,4.41388493406637,5.2616515,-7.807454354493099e-11,0.18107885204984692
NPC2,ENSG00000119655,1121,False,1121,1.1588889,58.48148148148148,3129.0,True,1.6761671882931077,3.084852599626126,1.0292765,-4.024669200385313e-11,1.107837515477829
ISCA2,ENSG00000165898,256,False,256,0.13555555,90.51851851851852,366.0,True,0.45728648899820856,3.8339943162667387,2.0925128,-1.1297317053713159e-11,0.5209416674052931
DLST,ENSG00000119689,104,False,104,0.046296295,96.14814814814815,125.0,True,0.1788990479507726,2.7611607290121607,1.9983938,-1.0850499338209855e-10,0.3276478384222844
RPS6KL1,ENSG00000198208,7,False,7,0.009259259,99.74074074074075,25.0,True,0.036982943084880086,4.22267688362088,4.8841166,5.955012340372591e-11,0.1078996269346279
RP11-950C14.3,ENSG00000258646,8,False,8,0.002962963,99.70370370370371,8.0,True,0.01563488335628379,2.042269021399863,0.5789622,-6.275892685664573e-11,0.09734408626685812
C14orf1,ENSG00000133935,267,False,267,0.13333334,90.11111111111111,360.0,True,0.4662663028233751,3.7533544338306157,1.9891666,2.04763871598551e-11,0.5219909585036149
RP11-488C13.5,ENSG00000258301,24,False,24,0.016296295,99.11111111111111,44.0,True,0.07789222938587273,4.218833414548971,4.876528,4.448318589899556e-11,0.17681035070130793
GSTZ1,ENSG00000100577,72,False,72,0.03037037,97.33333333333334,82.0,True,0.10249824023689372,2.2747380689184,1.0379659,1.2586193093556948e-10,0.24763861873915752
AHSA1,ENSG00000100591,321,False,321,0.14777778,88.1111111111111,399.0,True,0.49031404701327425,3.2636783774264906,1.3616092,-1.101488412737033e-10,0.5594371216423615
SNW1,ENSG00000100603,379,False,379,0.17444444,85.96296296296296,471.0,True,0.5440241675707517,3.0498035733661513,1.0875123,-2.457166459182612e-10,0.5999322087357515
SEL1L,ENSG00000071537,70,False,70,0.028148148,97.4074074074074,76.0,True,0.1208085503736767,2.0212746519938287,0.53750944,2.4712881054997536e-10,0.2753860483921881
SPATA7,ENSG00000042317,8,False,8,0.0037037036,99.70370370370371,10.0,True,0.015150304982784446,2.174882394681714,0.8408036,1.2078143724829301e-11,0.09343734097942412
TTC8,ENSG00000165533,6,False,6,0.016296295,99.77777777777777,44.0,True,0.07743022393283329,5.2484458616698175,6.9094687,-4.1245352007842136e-11,0.11568928968390334
TRIP11,ENSG00000100815,83,False,83,0.044074073,96.92592592592592,119.0,True,0.1423519859982073,2.748337452589881,1.9730746,1.1456185574781e-10,0.2907601286003642
ATXN3,ENSG00000066427,147,False,147,0.07,94.55555555555556,189.0,True,0.271812548295463,3.651399972536053,3.7561462,1.648702207526264e-10,0.3953664890369948
IFI27,ENSG00000165949,90,False,90,0.078888886,96.66666666666667,213.0,True,0.2609463251615548,2.804552781584228,2.0840702,1.500424921196279e-10,0.3868949860678644
DICER1,ENSG00000100697,93,False,93,0.04,96.55555555555554,108.0,True,0.14115091103941216,2.048587028621451,0.5914369,3.812844505628191e-11,0.29769031771376964
TCL1B,ENSG00000213231,9,False,9,0.0044444446,99.66666666666667,12.0,True,0.02486759157114564,2.2378295511178092,0.965091,-5.257244829008662e-11,0.12073014628025881
TCL1A,ENSG00000100721,268,False,268,0.2911111,90.07407407407408,786.0,True,1.0068351474829944,3.5424671428830674,1.7253072,2.852682881424425e-10,0.8077769994486154
RP11-164H13.1,ENSG00000257275,22,False,22,0.01037037,99.18518518518519,28.0,True,0.06147425351708988,2.227196409432634,0.94409615,9.798176388682196e-11,0.19149679682665943
HSP90AA1,ENSG00000080824,1439,False,1439,1.0225925,46.7037037037037,2761.0,True,1.6257115424134008,2.8904135093812013,0.6665942,-1.2772918768492587e-10,1.0389863233685694
ANKRD9,ENSG00000156381,15,False,15,0.005925926,99.44444444444444,16.0,True,0.02772402406333427,2.14317834978723,0.77820486,4.527860590044661e-11,0.12795363631517903
CDC42BPB,ENSG00000198752,13,False,13,0.004814815,99.51851851851852,13.0,True,0.024128299920087744,2.088610135545319,0.6704615,-5.207357079445909e-11,0.12023882080433546
TNFAIP2,ENSG00000185215,175,False,175,0.091481484,93.51851851851852,247.0,True,0.3042327448063049,3.3696748940023458,1.4974519,2.674052329914725e-10,0.4214606727798249
EIF5,ENSG00000100664,743,False,743,0.3748148,72.48148148148148,1012.0,True,0.9358330262021028,2.916304134097835,0.7493496,-1.5110161559341349e-10,0.8074107310386857
TRMT61A,ENSG00000166166,48,False,48,0.025555555,98.22222222222223,69.0,True,0.0988045737065245,2.9226585222970822,2.3172667,-2.330071642328339e-10,0.23534193161205633
BAG5,ENSG00000166170,81,False,81,0.043333333,97.0,117.0,True,0.14309706975123362,2.6794862640361075,1.8371298,-2.1182469475712172e-12,0.2917513075663493
SIVA1,ENSG00000184990,599,False,599,0.32555556,77.81481481481481,879.0,True,0.8520336069727166,3.5364894360872707,1.7159902,8.402379558699162e-11,0.7459656774534563
PLD4,ENSG00000166428,126,False,126,0.06407408,95.33333333333334,173.0,True,0.20666624283634522,2.032346538207711,0.5593705,1.2168335785539968e-10,0.3584272446171881
C14orf80,ENSG00000185347,63,False,63,0.035185184,97.66666666666667,95.0,True,0.13877034082795398,3.9207993599209066,4.288068,-6.91960669539931e-11,0.2625371404189257
AL928768.3,ENSG00000253701,19,False,19,0.025555555,99.29629629629629,69.0,True,0.10605783327017093,3.463727069766492,3.3855913,-2.0811776259887208e-10,0.21539539413414924
KIAA0125,ENSG00000226777,93,False,93,0.047407407,96.55555555555554,128.0,True,0.2115459837426957,2.287990882717959,1.0641332,-2.3151225557973026e-10,0.36290375053704754
UBE3A,ENSG00000114062,143,False,143,0.06518518,94.7037037037037,176.0,True,0.25137247197035106,2.9953796574293743,2.4608526,1.5533810948855594e-10,0.3914988550437291
ATP10A,ENSG00000206190,15,False,15,0.005925926,99.44444444444444,16.0,True,0.032885888312907244,2.014094766454848,0.52333295,1.7321081810868806e-11,0.14161900086968432
KLF13,ENSG00000169926,195,False,195,0.083703704,92.77777777777779,226.0,True,0.32080675794516983,2.7745610220971813,0.73476785,-1.6945975580569738e-10,0.4513801496032118
RP11-1000B6.3,ENSG00000261064,7,False,7,0.0025925925,99.74074074074075,7.0,True,0.018580902617665842,2.340287234296,1.1673908,1.4251418678812873e-11,0.10331537070187904
ARHGAP11A,ENSG00000198826,5,False,5,0.0044444446,99.81481481481481,12.0,True,0.02425696319129496,3.2580215397585928,2.9794316,7.240101871581309e-12,0.10409729808748613
DPH6,ENSG00000134146,61,False,61,0.041851852,97.74074074074073,113.0,True,0.16466191730623886,4.661166698079537,5.7499022,9.920456537791867e-11,0.2624844941684301
THBS1,ENSG00000137801,8,False,8,0.002962963,99.70370370370371,8.0,True,0.018502981259674284,2.252248842124633,0.9935615,2.8620812231872494e-11,0.10394528641930297
EIF2AK4,ENSG00000128829,80,False,80,0.04777778,97.03703703703704,129.0,True,0.16396462033900022,4.167617013611549,4.7754025,1.4114475168621024e-10,0.28062040924237347
PLCB2,ENSG00000137841,126,False,126,0.05148148,95.33333333333334,139.0,True,0.210834634172863,2.3385620763853687,1.1639845,1.4121646317141448e-10,0.3619627164647411
C15orf57,ENSG00000128891,214,False,214,0.10703704,92.07407407407408,289.0,True,0.414302944701565,4.321475626592581,2.7172575,8.472987790284869e-12,0.4873077548507281
RPUSD2,ENSG00000166133,68,False,68,0.057037037,97.48148148148148,154.0,True,0.22075562009226324,4.5068341535007335,5.445177,-7.237343737534992e-12,0.30449159024620687
RMDN3,ENSG00000137824,109,False,109,0.052222222,95.96296296296296,141.0,True,0.214841634336499,3.6547751190582933,3.7628105,1.3486172232870083e-10,0.3466750106714862
TMEM87A,ENSG00000103978,196,False,196,0.09037037,92.74074074074075,244.0,True,0.34449289876253664,3.471605590339402,1.628084,2.174733532839783e-10,0.45845711473992995
ZNF106,ENSG00000103994,205,False,205,0.09703704,92.4074074074074,262.0,True,0.31703289972823023,2.9335843555168784,0.9385684,-2.3600801407522644e-10,0.4410227425293908
TMEM62,ENSG00000137842,31,False,31,0.015925925,98.85185185185186,43.0,True,0.05519619007166321,2.4295431145674935,1.3436241,-4.7002741350305857e-11,0.17892220150377466
ADAL,ENSG00000168803,54,False,54,0.024074074,98.0,65.0,True,0.09765193909722937,2.55498449122622,1.5913045,8.649508369249137e-11,0.2402245239023655
PDIA3,ENSG00000167004,905,False,905,0.47592592,66.48148148148148,1285.0,True,1.11480876810359,2.9800327099290826,0.84867895,3.4103775855896596e-10,0.890924340444959
CASC4,ENSG00000166734,125,False,125,0.053703703,95.37037037037037,145.0,True,0.2172939162929586,2.902485722226723,2.277436,-2.1182469475712173e-10,0.362660233427896
TRIM69,ENSG00000185880,239,False,239,0.09925926,91.14814814814814,268.0,True,0.3635718363196933,2.7200838186851564,0.66495115,-1.0167585348341843e-10,0.48511742901538196
USP8,ENSG00000138592,122,False,122,0.05185185,95.48148148148148,140.0,True,0.19978057228918955,2.424927958372422,1.3345116,1.2144615832741646e-10,0.3529089631692898
SPPL2A,ENSG00000138600,150,False,150,0.07148148,94.44444444444444,193.0,True,0.2557396142686701,3.3759528017628178,3.2122836,-1.5533810948855594e-11,0.3876997818880081
RP11-430B1.2,ENSG00000259577,19,False,19,0.008148148,99.29629629629629,22.0,True,0.042014675517828524,2.157193177005352,0.80587673,3.536022658235837e-11,0.15888381267713056
ARPP19,ENSG00000128989,254,False,254,0.11185185,90.5925925925926,302.0,True,0.3976005571407091,2.916327785368262,0.9164528,2.8243292634282896e-12,0.5070565153683305
RP11-139H15.1,ENSG00000225973,247,False,247,0.11814815,90.85185185185185,319.0,True,0.40037899639685076,3.1884124861044523,1.2651502,2.0052737770340858e-10,0.50436352156091
TCF12,ENSG00000140262,63,False,63,0.024814814,97.66666666666667,67.0,True,0.11275578463894895,2.4380491715149235,1.360419,1.0450018274684672e-10,0.26005306247114585
LINC00926,ENSG00000247982,218,False,218,0.14555556,91.92592592592592,393.0,True,0.628164503743995,3.368221584017712,1.4702252,-1.8543073100089417e-10,0.6271859199397717
ADAM10,ENSG00000137845,139,False,139,0.05962963,94.85185185185185,161.0,True,0.241665537633255,3.2846963281088617,3.0321002,8.402379558699162e-11,0.37481038143316564
